provider,model,temperature,image,base_command,addition,transcribe_text,raw_score,corrected_score,raw_change_count,corrected_change_count,delta_time_in_s,certainty,student_handwriting_percent
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",1.2393939393939393,1.183444816081229,25,5,0.0039037582874298098,95,75
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,1.202816907514465,24,4,0.003946809768676758,95,75
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.415151515151515,1.0864890137942893,24,2,0.0051961872577667234,95,70
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.005213893175125122,,0.95
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.005374910831451416,,1.0
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,0.6242461548802998,17,6,0.0070642497539520266,0.95,0.98
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.006659272909164429,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.415151515151515,1.0864890137942893,24,2,0.0063627173900604244,95,70
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.005725014448165894,,0.95
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.006416707992553711,,1.0
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,0.6242461548802998,17,6,0.006035950899124146,0.95,0.98
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.004733075857162475,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.415151515151515,1.0864890137942893,24,2,0.00427850079536438,95,70
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.005322281360626221,,0.95
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.0038082027435302735,,1.0
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,0.6242461548802998,17,6,0.006360664606094361,0.95,0.98
google,gemini-2.0-flash-exp,0,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.004590471506118774,,1.0
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.5421781130565608,5,5,0.0025738227367401124,0.95,80
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.1100829038270553,0.1100829038270553,1,1,0.0027157092094421387,0.95,80
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0020815067291259765,0.95,85
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.40409249237277745,0.0,4,0,0.002922511339187622,95,75
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.40409249237277745,0.0,4,0,0.0029085042476654052,95,80
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.5421781130565608,5,5,0.0025336012840270995,0.95,80
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0029022252559661866,0.95,85
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0023090746402740477,0.95,85
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.35855911590174305,0.0,4,0,0.0027535521984100343,95,75
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.40409249237277745,0.0,4,0,0.002805190086364746,95,80
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.5421781130565608,5,5,0.002822354793548584,0.95,85
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0029351329803466797,0.95,85
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0023358867168426513,0.95,85
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.002422313928604126,95,75
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.40409249237277745,0.0,4,0,0.0030016412734985352,95,80
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.002120508670806885,95.0,75.0
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.0023470728397369384,95,75
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.002149003982543945,95,80.00000000000001
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0024495341777801515,95,75.00000000000001
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.0023450736999511717,95,75
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0023652637004852295,95.0,75.0
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.0025229482650756837,95,75
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0022409658432006835,95,80.00000000000001
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0024379563331604005,95,75.00000000000001
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.0024539384841918946,95,75
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0023046412467956543,95.0,75.0
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.00253080415725708,95,75
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0024597883224487306,95,80.00000000000001
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0023366479873657225,95,75.00000000000001
google,gemini-2.0-flash-exp,0.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.0025538673400878906,95,75
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.5421781130565608,5,5,0.0021011810302734375,,
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.0,5,0,0.002907134294509888,0.95,0.98
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.0,5,0,0.0029101264476776123,0.9,0.95
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.5421781130565608,5,5,0.0021531457901000977,,1.0
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.0,5,0,0.004603079080581665,0.95,0.98
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.5421781130565608,5,5,0.0017933146953582764,,
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.0,5,0,0.002798408031463623,0.95,0.98
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.0,5,0,0.0027355098724365233,0.9,0.95
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.5421781130565608,5,5,0.0019141151905059815,,1.0
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.5421781130565608,5,5,0.002069387435913086,,100
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.5421781130565608,5,5,0.0020450615882873537,,
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.0,5,0,0.003002588987350464,0.95,0.98
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.0,5,0,0.003325758457183838,0.9,0.95
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.5421781130565608,5,5,0.002514894485473633,,1.0
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.0,5,0,0.004522657155990601,0.95,0.98
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.0,0.0,0,0,0.0020311458110809327,,1.0
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.5421781130565608,5,5,0.0019420325756072999,,1.0
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,,  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.5421781130565608,5,5,0.0020412235260009767,,80
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof,stof  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.0,5,0,0.0028079915046691894,0.95,85
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0020306951999664305,0.9,85
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.0,0.0,0,0,0.0017750377655029296,,100
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.5421781130565608,0.5421781130565608,5,5,0.0019279019832611085,,1.0
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,,  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.5421781130565608,5,5,0.0022681567668914795,,80
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof,stof  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.0,5,0,0.002786154508590698,0.95,85
google,gemini-2.0-flash-exp,1,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.0,5,0,0.0027095630168914794,0.95,85
